cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
18,Nayarit,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2010,26.5,No especificada
18,Nayarit,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2015,12.7317217729986,No especificada
18,Nayarit,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2020,23.9602031041056,No especificada
18,Nayarit,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,1995,28.9,No especificada
18,Nayarit,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2000,28,No especificada
18,Nayarit,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2005,26.8,No especificada
18,Nayarit,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2010,26.6,No especificada
18,Nayarit,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,12.7929384869396,No especificada
18,Nayarit,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,23.7289224551947,No especificada
18,Nayarit,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,7.6,No especificada
18,Nayarit,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,8.5,No especificada
18,Nayarit,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,9.7,No especificada
18,Nayarit,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,10.2,No especificada
18,Nayarit,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,10.8693112061301,No especificada
18,Nayarit,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,12.7518861076183,No especificada
18,Nayarit,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,7.7,No especificada
18,Nayarit,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,8.6,No especificada
18,Nayarit,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,9.8,No especificada
18,Nayarit,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,10.1,No especificada
18,Nayarit,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,5.25456161889844,No especificada
18,Nayarit,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,12.4309717413267,No especificada
18,Nayarit,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,7.6,No especificada
18,Nayarit,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,8.4,No especificada
18,Nayarit,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,9.6,No especificada
18,Nayarit,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,10.2,No especificada
18,Nayarit,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.6147495872317,No especificada
18,Nayarit,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,13.0671943615459,No especificada
18,Nayarit,0,Estatal,1002000010,Edad mediana,1995,20,Años
18,Nayarit,0,Estatal,1002000010,Edad mediana,2000,22,Años
18,Nayarit,0,Estatal,1002000010,Edad mediana,2005,24,Años
18,Nayarit,0,Estatal,1002000010,Edad mediana,2010,26,Años
18,Nayarit,0,Estatal,1002000010,Edad mediana,2015,26.365064,Años
18,Nayarit,0,Estatal,1002000010,Edad mediana,2020,29,Años
18,Nayarit,0,Estatal,1002000011,Edad mediana hombres,1995,20,Años
18,Nayarit,0,Estatal,1002000011,Edad mediana hombres,2000,22,Años
18,Nayarit,0,Estatal,1002000011,Edad mediana hombres,2005,24,Años
18,Nayarit,0,Estatal,1002000011,Edad mediana hombres,2010,25,Años
18,Nayarit,0,Estatal,1002000011,Edad mediana hombres,2020,28,Años
18,Nayarit,0,Estatal,1002000012,Edad mediana mujeres,1995,21,Años
18,Nayarit,0,Estatal,1002000012,Edad mediana mujeres,2000,23,Años
18,Nayarit,0,Estatal,1002000012,Edad mediana mujeres,2005,25,Años
18,Nayarit,0,Estatal,1002000012,Edad mediana mujeres,2010,26,Años
18,Nayarit,0,Estatal,1002000012,Edad mediana mujeres,2020,30,Años
18,Nayarit,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
18,Nayarit,0,Estatal,1002000014,Población en hogares censales,2000,907971,Personas
18,Nayarit,0,Estatal,1002000014,Población en hogares censales,2005,929759,Personas
18,Nayarit,0,Estatal,1002000014,Población en hogares censales,2010,1070746,Personas
18,Nayarit,0,Estatal,1002000014,Población en hogares censales,2015,1181050,Personas
18,Nayarit,0,Estatal,1002000014,Población en hogares censales,2020,1226176,Personas
18,Nayarit,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
18,Nayarit,0,Estatal,1002000015,Población en hogares familiares,2000,887820,Personas
18,Nayarit,0,Estatal,1002000015,Población en hogares familiares,2005,902454,Personas
18,Nayarit,0,Estatal,1002000015,Población en hogares familiares,2010,1035275,Personas
18,Nayarit,0,Estatal,1002000015,Población en hogares familiares,2020,1167909,Personas
18,Nayarit,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
18,Nayarit,0,Estatal,1002000016,Población en hogares no familiares,2000,19841,Personas
18,Nayarit,0,Estatal,1002000016,Población en hogares no familiares,2005,26404,Personas
18,Nayarit,0,Estatal,1002000016,Población en hogares no familiares,2010,35027,Personas
18,Nayarit,0,Estatal,1002000016,Población en hogares no familiares,2020,57163,Personas
18,Nayarit,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
18,Nayarit,0,Estatal,1002000018,Hogares censales,2000,222953,Hogares censales
18,Nayarit,0,Estatal,1002000018,Hogares censales,2005,244150,Hogares censales
18,Nayarit,0,Estatal,1002000018,Hogares censales,2010,288680,Hogares censales
18,Nayarit,0,Estatal,1002000018,Hogares censales,2015,332553,Hogares censales
18,Nayarit,0,Estatal,1002000018,Hogares censales,2020,361270,Hogares censales
18,Nayarit,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
18,Nayarit,0,Estatal,1002000019,Hogares con jefatura masculina,2000,175318,Hogares
18,Nayarit,0,Estatal,1002000019,Hogares con jefatura masculina,2005,186736,Hogares
18,Nayarit,0,Estatal,1002000019,Hogares con jefatura masculina,2010,217993,Hogares
18,Nayarit,0,Estatal,1002000019,Hogares con jefatura masculina,2015,238542,Hogares
18,Nayarit,0,Estatal,1002000019,Hogares con jefatura masculina,2020,242422,Hogares
18,Nayarit,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
18,Nayarit,0,Estatal,1002000020,Hogares con jefatura femenina,2000,47635,Hogares
18,Nayarit,0,Estatal,1002000020,Hogares con jefatura femenina,2005,57414,Hogares
18,Nayarit,0,Estatal,1002000020,Hogares con jefatura femenina,2010,70687,Hogares
18,Nayarit,0,Estatal,1002000020,Hogares con jefatura femenina,2015,94011,Hogares
18,Nayarit,0,Estatal,1002000020,Hogares con jefatura femenina,2020,118848,Hogares
18,Nayarit,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
18,Nayarit,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.07,Personas
18,Nayarit,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.81,Personas
18,Nayarit,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.71,Personas
18,Nayarit,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.6,Personas
18,Nayarit,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.39407091648905,Personas
18,Nayarit,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
18,Nayarit,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.26,Personas
18,Nayarit,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,3.99,Personas
18,Nayarit,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.88,Personas
18,Nayarit,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.51966405689253,Personas
18,Nayarit,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
18,Nayarit,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.39,Personas
18,Nayarit,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.22,Personas
18,Nayarit,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.18,Personas
18,Nayarit,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.13789041464728,Personas
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1910,105.2,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1921,97.7,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1930,97.4,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1940,98.8,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1950,99.8,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1960,102.3,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1970,103,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1990,99.4,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,1995,100.12,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,2000,98.28,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,2005,97.65,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,2010,99.45,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,2015,98.479119,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000024,Relación hombres-mujeres,2020,98.2509010266729,Hombres por cada 100 mujeres
18,Nayarit,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,90.8864860540771,Porcentaje
18,Nayarit,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,93.1,Porcentaje
18,Nayarit,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,94.347038809484,Porcentaje
18,Nayarit,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,95.3609103286437,Porcentaje
18,Nayarit,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,96.8,Tasa
18,Nayarit,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.55305,Tasa
18,Nayarit,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.5864113087095,Tasa
18,Nayarit,0,Estatal,1002000055,Población de edad no especificada,1990,9725,Personas
18,Nayarit,0,Estatal,1002000055,Población de edad no especificada,1995,1652,Personas
18,Nayarit,0,Estatal,1002000055,Población de edad no especificada,2000,4634,Personas
18,Nayarit,0,Estatal,1002000055,Población de edad no especificada,2005,15662,Personas
18,Nayarit,0,Estatal,1002000055,Población de edad no especificada,2010,7435,Personas
18,Nayarit,0,Estatal,1002000055,Población de edad no especificada,2020,1168,Personas
18,Nayarit,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,4852,Personas
18,Nayarit,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,805,Personas
18,Nayarit,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,2464,Personas
18,Nayarit,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,7874,Personas
18,Nayarit,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,3720,Personas
18,Nayarit,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,572,Personas
18,Nayarit,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,4873,Personas
18,Nayarit,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,847,Personas
18,Nayarit,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,2170,Personas
18,Nayarit,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,7788,Personas
18,Nayarit,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,3715,Personas
18,Nayarit,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,596,Personas
18,Nayarit,0,Estatal,1002000058,Población de 0 a 4 años,1990,103227,Personas
18,Nayarit,0,Estatal,1002000058,Población de 0 a 4 años,1995,103803,Personas
18,Nayarit,0,Estatal,1002000058,Población de 0 a 4 años,2000,100288,Personas
18,Nayarit,0,Estatal,1002000058,Población de 0 a 4 años,2005,92384,Personas
18,Nayarit,0,Estatal,1002000058,Población de 0 a 4 años,2010,106044,Personas
18,Nayarit,0,Estatal,1002000058,Población de 0 a 4 años,2020,103601,Personas
18,Nayarit,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,52490,Personas
18,Nayarit,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,52853,Personas
18,Nayarit,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,51107,Personas
18,Nayarit,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,46895,Personas
18,Nayarit,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,54138,Personas
18,Nayarit,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,52602,Personas
18,Nayarit,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,50737,Personas
18,Nayarit,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,50950,Personas
18,Nayarit,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,49181,Personas
18,Nayarit,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,45489,Personas
18,Nayarit,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,51906,Personas
18,Nayarit,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,50999,Personas
18,Nayarit,0,Estatal,1002000061,Población de 10 a 14 años,1990,112910,Personas
18,Nayarit,0,Estatal,1002000061,Población de 10 a 14 años,1995,110790,Personas
18,Nayarit,0,Estatal,1002000061,Población de 10 a 14 años,2000,107654,Personas
18,Nayarit,0,Estatal,1002000061,Población de 10 a 14 años,2005,103122,Personas
18,Nayarit,0,Estatal,1002000061,Población de 10 a 14 años,2010,104308,Personas
18,Nayarit,0,Estatal,1002000061,Población de 10 a 14 años,2020,113335,Personas
18,Nayarit,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,57093,Personas
18,Nayarit,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,56474,Personas
18,Nayarit,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,54737,Personas
18,Nayarit,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,52426,Personas
18,Nayarit,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,53367,Personas
18,Nayarit,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,57726,Personas
18,Nayarit,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,55817,Personas
18,Nayarit,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,54316,Personas
18,Nayarit,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,52917,Personas
18,Nayarit,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,50696,Personas
18,Nayarit,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,50941,Personas
18,Nayarit,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,55609,Personas
18,Nayarit,0,Estatal,1002000064,Población de 100 años y más,1990,252,Personas
18,Nayarit,0,Estatal,1002000064,Población de 100 años y más,1995,156,Personas
18,Nayarit,0,Estatal,1002000064,Población de 100 años y más,2000,238,Personas
18,Nayarit,0,Estatal,1002000064,Población de 100 años y más,2005,222,Personas
18,Nayarit,0,Estatal,1002000064,Población de 100 años y más,2010,247,Personas
18,Nayarit,0,Estatal,1002000064,Población de 100 años y más,2020,236,Personas
18,Nayarit,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,112,Personas
18,Nayarit,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,71,Personas
18,Nayarit,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,110,Personas
18,Nayarit,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,109,Personas
18,Nayarit,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,134,Personas
18,Nayarit,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,96,Personas
18,Nayarit,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,140,Personas
18,Nayarit,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,85,Personas
18,Nayarit,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,128,Personas
18,Nayarit,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,113,Personas
18,Nayarit,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,113,Personas
18,Nayarit,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,140,Personas
18,Nayarit,0,Estatal,1002000067,Población de 15 a 19 años,1990,99779,Personas
18,Nayarit,0,Estatal,1002000067,Población de 15 a 19 años,1995,102913,Personas
18,Nayarit,0,Estatal,1002000067,Población de 15 a 19 años,2000,97866,Personas
18,Nayarit,0,Estatal,1002000067,Población de 15 a 19 años,2005,97519,Personas
18,Nayarit,0,Estatal,1002000067,Población de 15 a 19 años,2010,107191,Personas
18,Nayarit,0,Estatal,1002000067,Población de 15 a 19 años,2020,104256,Personas
18,Nayarit,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,49847,Personas
18,Nayarit,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,51622,Personas
18,Nayarit,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,49021,Personas
18,Nayarit,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,48922,Personas
18,Nayarit,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,54204,Personas
18,Nayarit,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,52792,Personas
18,Nayarit,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,49932,Personas
18,Nayarit,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,51291,Personas
18,Nayarit,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,48845,Personas
18,Nayarit,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,48597,Personas
18,Nayarit,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,52987,Personas
18,Nayarit,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,51464,Personas
18,Nayarit,0,Estatal,1002000070,Población de 20 a 24 años,1990,70005,Personas
18,Nayarit,0,Estatal,1002000070,Población de 20 a 24 años,1995,86384,Personas
18,Nayarit,0,Estatal,1002000070,Población de 20 a 24 años,2000,81566,Personas
18,Nayarit,0,Estatal,1002000070,Población de 20 a 24 años,2005,79031,Personas
18,Nayarit,0,Estatal,1002000070,Población de 20 a 24 años,2010,96693,Personas
18,Nayarit,0,Estatal,1002000070,Población de 20 a 24 años,2020,97500,Personas
18,Nayarit,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,33394,Personas
18,Nayarit,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,42502,Personas
18,Nayarit,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,38786,Personas
18,Nayarit,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,37566,Personas
18,Nayarit,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,48059,Personas
18,Nayarit,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,48537,Personas
18,Nayarit,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,36611,Personas
18,Nayarit,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,43882,Personas
18,Nayarit,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,42780,Personas
18,Nayarit,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,41465,Personas
18,Nayarit,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,48634,Personas
18,Nayarit,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,48963,Personas
18,Nayarit,0,Estatal,1002000073,Población de 25 a 29 años,1990,56622,Personas
18,Nayarit,0,Estatal,1002000073,Población de 25 a 29 años,1995,66502,Personas
18,Nayarit,0,Estatal,1002000073,Población de 25 a 29 años,2000,72014,Personas
18,Nayarit,0,Estatal,1002000073,Población de 25 a 29 años,2005,69847,Personas
18,Nayarit,0,Estatal,1002000073,Población de 25 a 29 años,2010,82067,Personas
18,Nayarit,0,Estatal,1002000073,Población de 25 a 29 años,2020,92542,Personas
18,Nayarit,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,27020,Personas
18,Nayarit,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,32220,Personas
18,Nayarit,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,34447,Personas
18,Nayarit,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,33028,Personas
18,Nayarit,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,40065,Personas
18,Nayarit,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,45237,Personas
18,Nayarit,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,29602,Personas
18,Nayarit,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,34282,Personas
18,Nayarit,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,37567,Personas
18,Nayarit,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,36819,Personas
18,Nayarit,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,42002,Personas
18,Nayarit,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,47305,Personas
18,Nayarit,0,Estatal,1002000076,Población de 30 a 34 años,1990,49504,Personas
18,Nayarit,0,Estatal,1002000076,Población de 30 a 34 años,1995,58527,Personas
18,Nayarit,0,Estatal,1002000076,Población de 30 a 34 años,2000,62272,Personas
18,Nayarit,0,Estatal,1002000076,Población de 30 a 34 años,2005,69251,Personas
18,Nayarit,0,Estatal,1002000076,Población de 30 a 34 años,2010,79520,Personas
18,Nayarit,0,Estatal,1002000076,Población de 30 a 34 años,2020,90577,Personas
18,Nayarit,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,23882,Personas
18,Nayarit,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,28236,Personas
18,Nayarit,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,29734,Personas
18,Nayarit,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,33146,Personas
18,Nayarit,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,38922,Personas
18,Nayarit,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,43990,Personas
18,Nayarit,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,25622,Personas
18,Nayarit,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,30291,Personas
18,Nayarit,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,32538,Personas
18,Nayarit,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,36105,Personas
18,Nayarit,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,40598,Personas
18,Nayarit,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,46587,Personas
18,Nayarit,0,Estatal,1002000079,Población de 35 a 39 años,1990,44384,Personas
18,Nayarit,0,Estatal,1002000079,Población de 35 a 39 años,1995,53925,Personas
18,Nayarit,0,Estatal,1002000079,Población de 35 a 39 años,2000,57414,Personas
18,Nayarit,0,Estatal,1002000079,Población de 35 a 39 años,2005,62553,Personas
18,Nayarit,0,Estatal,1002000079,Población de 35 a 39 años,2010,78128,Personas
18,Nayarit,0,Estatal,1002000079,Población de 35 a 39 años,2020,85180,Personas
18,Nayarit,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,21711,Personas
18,Nayarit,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,25900,Personas
18,Nayarit,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,27608,Personas
18,Nayarit,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,30053,Personas
18,Nayarit,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,38953,Personas
18,Nayarit,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,41559,Personas
18,Nayarit,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,22673,Personas
